CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
3/29/2014,5,2,-2,-3,-4,-11,75,55,35,1025,1023,1021,16,16,16,34,16,40,0,6,,24
3/30/2014,14,5,-4,0,-5,-9,69,49,28,1025,1021,1017,16,16,16,27,10,34,0,2,,198
3/31/2014,20,13,5,3,-1,-3,62,43,24,1017,1012,1006,16,16,16,50,28,69,T,7,Rain-Thunderstorm,175
4/1/2014,14,7,0,5,-4,-8,61,52,42,1019,1011,1004,16,16,16,52,30,69,0,6,,255
4/2/2014,7,4,1,-2,-3,-4,70,60,49,1022,1020,1017,16,16,16,27,17,47,T,7,Rain,35
4/3/2014,6,4,2,2,0,-2,89,75,60,1017,1011,1005,16,10,1,47,22,56,13.46,8,Rain-Thunderstorm,68
4/4/2014,9,5,1,5,1,-6,92,73,54,1016,1002,997,16,9,0,48,27,64,T,8,Fog,248
4/5/2014,11,5,-1,-4,-6,-8,69,49,29,1023,1020,1016,16,16,16,21,9,26,0,3,,243
4/6/2014,14,7,-1,-2,-4,-7,63,48,32,1022,1018,1014,16,16,16,23,10,32,0,4,,173
4/7/2014,12,7,2,-1,-3,-5,70,53,35,1013,1007,1003,16,16,16,32,11,39,0,7,,17
4/8/2014,16,10,4,6,2,-3,82,60,37,1013,1007,1003,16,15,11,26,11,37,0.51,7,Rain,353
4/9/2014,17,9,1,1,-2,-4,76,50,23,1016,1014,1010,16,16,16,37,15,50,0,3,,237
4/10/2014,19,12,5,4,0,-6,58,41,23,1013,1008,1005,16,16,16,45,20,58,T,5,,257
4/11/2014,21,12,3,-2,-4,-9,54,35,16,1017,1015,1013,16,16,16,32,11,45,0,4,,260
4/12/2014,27,17,7,11,6,-2,58,44,30,1016,1010,1005,16,16,16,53,24,71,0,7,Thunderstorm,190
4/13/2014,21,13,6,14,8,4,89,72,55,1008,1003,996,16,11,3,48,21,61,10.92,8,Rain-Thunderstorm,102
4/14/2014,17,8,-1,13,0,-4,85,71,57,1015,1009,993,16,9,1,45,25,60,7.62,8,Rain-Snow,337
4/15/2014,3,0,-3,-4,-8,-12,75,54,32,1023,1019,1015,16,16,14,24,15,34,T,4,,312
4/16/2014,11,4,-3,-4,-6,-8,75,53,30,1027,1023,1020,16,16,16,42,26,58,0,5,,160
4/17/2014,17,11,4,4,0,-5,66,54,42,1024,1022,1020,16,16,16,35,20,45,0,6,,217
4/18/2014,11,7,3,2,0,-4,73,62,50,1029,1027,1024,16,16,14,32,13,35,0,2,,49
4/19/2014,19,11,3,2,0,-4,70,52,34,1029,1027,1023,16,16,16,26,15,39,0,4,,92
4/20/2014,26,16,5,4,2,-2,58,42,25,1024,1021,1016,16,16,16,27,16,35,0,5,,179
4/21/2014,23,19,14,13,8,4,84,61,37,1016,1012,1009,16,16,11,29,14,35,T,7,,239
4/22/2014,16,9,2,12,0,-4,80,56,31,1019,1014,1009,16,15,10,35,19,42,0,2,,13
4/23/2014,11,6,1,-3,-4,-8,75,55,34,1022,1021,1017,16,16,16,27,14,32,0.51,4,Rain,50
4/24/2014,18,11,4,3,1,-2,70,49,27,1019,1012,1004,16,16,16,45,24,60,1.52,8,Rain,114
4/25/2014,21,14,7,6,4,1,83,55,26,1010,1007,1003,16,15,10,45,20,56,5.59,6,Rain,321
4/26/2014,14,9,4,2,-1,-2,70,55,40,1017,1015,1010,16,16,16,37,21,53,0,4,,39
4/27/2014,16,11,6,4,1,-1,67,52,37,1018,1014,1011,16,16,16,42,27,53,0.76,7,Rain-Thunderstorm,83
4/28/2014,13,10,7,8,4,0,82,69,56,1011,1005,1000,16,13,3,45,26,56,15.49,8,Rain-Thunderstorm,95
4/29/2014,15,12,8,9,7,5,93,74,55,1004,1000,997,16,7,0,40,13,50,15.49,8,Fog-Rain-Thunderstorm,49
4/30/2014,12,9,6,7,4,1,80,70,59,1009,1007,1004,16,15,4,32,17,40,0.25,7,Rain,215
5/1/2014,9,8,6,5,3,1,83,77,70,1010,1007,1005,16,15,8,37,22,48,2.29,8,Rain,245
5/2/2014,12,10,8,5,4,3,82,71,59,1010,1009,1005,16,16,16,34,19,42,T,8,,246
5/3/2014,19,14,8,6,3,1,76,53,29,1011,1007,1003,16,16,16,47,24,60,0,5,,281
5/4/2014,14,11,7,2,-2,-4,48,39,30,1019,1016,1012,16,16,16,26,16,37,0,6,,33
5/5/2014,13,9,6,2,1,-3,70,58,45,1017,1015,1014,16,16,16,34,21,40,1.27,7,Rain,52
5/6/2014,17,11,5,3,2,-1,70,54,37,1016,1014,1011,16,16,16,35,22,45,0,6,,68
5/7/2014,26,17,9,11,6,1,71,56,40,1011,1010,1008,16,16,16,35,14,40,T,6,Rain,74
5/8/2014,32,21,11,16,12,7,71,50,28,1011,1009,1007,16,16,13,63,23,79,2.54,6,Rain,204
5/9/2014,23,18,12,17,13,5,87,64,41,1011,1007,1005,16,13,4,45,26,58,26.16,6,Rain,225
5/10/2014,25,17,8,7,5,3,77,52,27,1014,1013,1011,16,16,16,29,11,45,0,4,,241
5/11/2014,27,19,11,16,12,5,84,65,45,1014,1013,1011,16,15,3,39,14,45,3.05,7,Rain-Thunderstorm,166
5/12/2014,29,23,18,22,18,14,100,78,55,1013,1011,1009,16,13,1,79,19,89,33.53,8,Rain-Thunderstorm,183
5/13/2014,19,16,12,18,13,6,100,83,66,1021,1014,1009,16,15,8,32,20,35,3.05,8,Rain,255
5/14/2014,13,10,7,6,3,1,83,65,46,1022,1020,1016,16,15,5,34,19,40,0.51,8,Rain,11
5/15/2014,13,9,4,5,2,-1,83,67,50,1019,1015,1012,16,12,4,39,22,45,4.83,7,Rain,13
5/16/2014,8,6,3,2,1,-1,85,75,65,1020,1017,1016,16,16,16,24,13,32,2.54,8,Rain,65
5/17/2014,16,10,4,2,1,-2,85,59,33,1022,1020,1018,16,15,8,27,14,34,0,4,,252
5/18/2014,21,14,8,4,2,0,60,46,31,1024,1023,1022,16,16,16,29,17,40,0,3,,220
5/19/2014,21,14,7,7,4,3,71,53,34,1024,1020,1014,16,16,16,48,21,60,T,7,Rain,164
5/20/2014,29,23,17,18,14,6,81,63,44,1014,1011,1009,16,15,4,35,18,45,20.83,6,Rain-Thunderstorm,205
5/21/2014,30,24,17,18,14,7,87,59,30,1014,1011,1009,16,12,4,34,12,42,0.25,5,Rain,337
5/22/2014,21,17,12,9,8,7,71,59,47,1020,1018,1014,16,16,16,23,11,39,0,3,,47
5/23/2014,21,15,9,8,6,3,77,60,42,1023,1022,1020,16,16,16,24,10,32,0,2,,41
5/24/2014,23,16,8,7,6,4,71,53,35,1024,1022,1020,16,16,16,19,8,27,0,4,,54
5/25/2014,28,19,10,10,7,4,74,51,28,1021,1019,1016,16,16,16,21,8,27,0,3,,141
5/26/2014,31,23,16,18,15,11,79,60,40,1017,1015,1012,16,16,16,39,12,50,0,7,Thunderstorm,214
5/27/2014,29,22,14,18,16,13,93,69,44,1014,1013,1011,16,15,10,35,16,40,5.33,7,Rain,242
5/28/2014,22,18,13,15,10,7,90,67,44,1018,1016,1013,16,14,8,32,15,35,0.76,7,Rain,36
5/29/2014,24,18,12,13,10,7,77,62,46,1021,1019,1017,16,16,16,29,14,34,0,4,,43
5/30/2014,26,19,12,12,9,7,77,56,35,1022,1021,1020,16,16,16,24,11,29,0,1,,54
5/31/2014,31,22,12,12,10,8,77,52,26,1023,1020,1017,16,16,14,29,13,37,0,2,,106
6/1/2014,32,25,17,18,14,11,73,57,40,1018,1015,1011,16,16,16,47,21,58,T,5,Thunderstorm,181
6/2/2014,28,24,20,19,17,14,79,63,46,1012,1010,1008,16,15,3,56,24,76,3.56,5,Rain,218
6/3/2014,27,23,19,16,11,8,70,50,30,1014,1012,1010,16,16,16,37,16,50,0,2,,266
6/4/2014,21,17,13,13,12,8,86,65,44,1013,1011,1008,16,14,3,27,15,35,4.83,7,Rain,59
6/5/2014,24,18,11,10,6,2,83,54,25,1015,1014,1013,16,16,11,21,10,32,0,2,,55
6/6/2014,27,18,9,7,4,0,71,46,21,1016,1015,1013,16,16,16,23,8,29,0,1,,116
6/7/2014,29,22,14,16,9,5,81,56,31,1016,1013,1010,16,16,11,32,12,37,2.03,5,Rain,113
6/8/2014,22,17,12,15,8,-1,84,56,27,1017,1014,1011,16,15,10,39,23,48,5.84,6,Rain,21
6/9/2014,26,19,13,13,8,4,63,55,47,1017,1015,1013,16,16,16,26,14,32,0,5,,42
6/10/2014,19,16,13,13,11,6,87,71,55,1014,1011,1007,16,12,6,34,17,42,32,8,Rain,32
6/11/2014,19,17,14,14,13,12,93,83,73,1007,1006,1005,16,12,6,26,12,34,13.21,8,Rain,340
6/12/2014,26,21,14,16,13,8,93,70,46,1011,1008,1007,16,11,2,39,16,50,T,7,Rain,287
6/13/2014,24,18,13,8,5,-1,66,43,20,1017,1014,1011,16,16,16,29,16,39,0,1,,306
6/14/2014,26,19,11,8,6,5,66,47,27,1019,1017,1014,16,16,16,29,13,37,0,4,,174
6/15/2014,29,22,16,17,13,7,60,51,42,1015,1012,1009,16,16,16,52,25,63,0,5,,189
6/16/2014,31,26,19,19,16,14,81,59,37,1018,1015,1012,16,16,16,27,14,39,0,4,,219
6/17/2014,33,29,25,19,18,16,69,56,43,1013,1011,1008,16,16,16,45,20,60,T,6,Rain,217
6/18/2014,28,22,16,21,16,13,90,72,54,1017,1014,1011,16,13,3,52,16,63,16.51,8,Rain-Thunderstorm,36
6/19/2014,26,21,15,18,16,13,90,76,62,1019,1017,1016,16,10,0,27,13,32,8.13,8,Fog-Rain-Thunderstorm,54
6/20/2014,29,23,17,19,18,14,93,72,51,1016,1014,1012,16,12,1,26,14,34,0.25,7,,273
6/21/2014,29,22,16,19,16,13,93,74,55,1015,1013,1010,16,8,0,50,12,68,32.51,7,Fog-Rain-Thunderstorm,45
6/22/2014,28,23,17,18,16,14,93,74,54,1014,1012,1011,16,10,0,19,8,23,0,7,Fog,57
6/23/2014,27,23,19,19,18,14,87,73,58,1011,1010,1009,16,14,5,19,9,24,1.27,7,Rain,217
6/24/2014,31,26,21,19,18,14,84,62,40,1012,1011,1010,16,14,1,40,8,48,10.41,7,Rain-Thunderstorm,307
6/25/2014,27,21,15,18,14,12,90,75,60,1018,1015,1012,16,9,0,29,12,37,T,6,Fog,41
6/26/2014,26,21,15,17,14,13,87,74,60,1019,1018,1016,16,10,0,16,11,,0,7,,49
6/27/2014,31,23,15,18,16,13,90,67,43,1017,1016,1014,16,10,0,29,16,39,T,6,Fog,132
6/28/2014,31,26,22,21,19,18,79,66,53,1016,1015,1013,16,16,16,40,19,50,0,5,,174
6/29/2014,29,25,21,21,19,18,79,67,55,1015,1013,1010,16,16,10,47,21,60,1.78,6,Rain,212
6/30/2014,31,25,19,23,19,17,87,73,59,1013,1009,1004,16,12,1,50,20,68,66.04,8,Rain-Thunderstorm,232
7/1/2014,27,23,19,17,16,14,87,68,48,1008,1006,1003,16,16,10,39,20,50,T,7,Rain-Thunderstorm,226
7/2/2014,21,17,13,15,12,10,86,70,53,1017,1014,1008,16,11,2,29,15,40,3.05,7,Rain,354
7/3/2014,24,19,13,12,9,6,86,60,33,1023,1020,1016,16,16,14,26,11,32,1.78,3,Rain,289
7/4/2014,26,21,14,11,9,7,67,50,33,1026,1025,1023,16,16,10,21,12,27,0,2,,53
7/5/2014,25,21,16,15,12,10,78,61,43,1025,1022,1017,16,14,6,32,13,45,T,6,Rain,201
7/6/2014,31,24,17,21,17,13,73,65,57,1016,1011,1006,16,16,16,35,20,48,0,6,,215
7/7/2014,31,27,22,21,18,14,87,62,36,1007,1006,1004,16,15,2,40,14,56,16,6,Rain-Thunderstorm,266
7/8/2014,27,23,19,18,16,12,73,59,45,1010,1005,1001,16,15,3,37,19,48,13.72,5,Rain-Thunderstorm,281
7/9/2014,27,22,17,13,12,8,73,53,32,1018,1013,1010,16,16,16,32,14,40,0,3,,320
7/10/2014,26,21,16,13,12,8,84,63,42,1022,1021,1018,16,16,14,23,7,27,0,2,,105
7/11/2014,27,22,16,15,12,10,72,54,35,1023,1021,1019,16,16,16,23,9,27,0.25,5,Rain,185
7/12/2014,27,24,21,23,19,14,90,74,57,1019,1015,1010,16,14,5,47,17,60,11.94,8,Rain-Thunderstorm,199
7/13/2014,29,25,20,19,17,10,84,62,40,1014,1012,1010,16,16,11,26,16,37,0.25,6,Rain,278
7/14/2014,27,22,16,17,12,9,78,57,35,1013,1010,1008,16,15,3,37,13,42,5.08,4,Rain,317
7/15/2014,21,17,13,13,10,8,84,69,53,1015,1013,1010,16,16,16,34,17,40,1.27,5,Rain,299
7/16/2014,22,18,13,11,8,6,86,62,37,1017,1016,1015,16,16,16,29,12,40,0,4,,3
7/17/2014,26,19,12,11,9,8,77,58,38,1020,1019,1017,16,16,16,21,9,26,0,4,,147
7/18/2014,26,21,15,14,12,9,78,59,40,1022,1020,1019,16,16,16,29,11,40,0,4,,155
7/19/2014,27,21,14,13,11,10,80,59,37,1019,1018,1016,16,16,10,23,7,31,0,2,,110
7/20/2014,28,22,16,15,13,12,84,61,37,1018,1017,1016,16,16,11,16,7,23,0,4,,213
7/21/2014,30,24,17,17,16,14,78,61,44,1019,1018,1016,16,16,16,24,12,37,0,0,,199
7/22/2014,32,27,21,23,19,17,73,63,52,1018,1015,1013,16,16,13,37,19,48,0.25,4,Rain-Thunderstorm,229
7/23/2014,24,19,15,17,11,7,70,53,35,1021,1020,1016,16,16,16,40,26,52,0,2,,23
7/24/2014,24,19,14,12,8,5,77,55,33,1022,1020,1017,16,16,16,23,14,31,0,2,,44
7/25/2014,24,18,13,14,12,8,77,65,53,1019,1015,1012,16,16,16,34,15,43,T,6,,213
7/26/2014,29,24,20,21,17,13,79,67,55,1012,1010,1008,16,16,16,23,9,27,0,7,,229
7/27/2014,31,24,18,21,16,11,90,61,32,1013,1008,1005,16,14,5,47,24,60,0.51,4,Rain,292
7/28/2014,23,19,15,11,8,5,65,51,36,1019,1017,1013,16,16,16,37,18,48,0,4,,10
7/29/2014,27,21,14,13,11,10,84,60,35,1017,1016,1015,16,16,16,53,15,64,0.25,4,,303
7/30/2014,26,21,15,14,12,11,84,62,39,1017,1016,1015,16,16,16,23,11,31,0,3,,320
7/31/2014,29,22,15,14,13,12,84,59,34,1017,1016,1016,16,16,11,32,14,40,0,2,,256
8/1/2014,29,23,17,16,14,12,84,62,39,1020,1018,1017,16,16,14,40,11,48,3.81,4,Rain-Thunderstorm,245
8/2/2014,30,23,15,13,12,10,78,55,32,1021,1020,1018,16,16,16,23,7,26,0,1,,45
8/3/2014,31,24,17,16,14,12,68,53,37,1021,1019,1017,16,16,16,24,11,31,0,3,,250
8/4/2014,31,25,19,18,16,14,87,65,43,1020,1018,1016,16,12,2,35,12,39,70.1,6,Rain-Thunderstorm,151
8/5/2014,27,22,18,18,17,15,87,72,56,1018,1017,1016,16,14,6,24,10,27,T,6,Rain,25
8/6/2014,27,22,17,15,12,9,84,60,35,1019,1017,1016,16,16,16,16,10,,0,6,,22
8/7/2014,27,22,16,16,13,10,84,60,36,1019,1018,1017,16,16,16,24,14,,0,5,,73
8/8/2014,28,23,19,16,14,11,81,59,36,1019,1018,1017,16,16,16,34,17,40,0,4,,68
8/9/2014,27,23,19,16,14,12,73,58,42,1020,1018,1017,16,16,16,29,15,35,0,4,,57
8/10/2014,27,24,21,17,15,11,73,61,49,1018,1016,1014,16,16,16,26,14,31,0,7,,47
8/11/2014,28,24,19,18,17,15,87,71,54,1015,1011,1008,16,14,5,27,11,34,21.59,7,Rain-Thunderstorm,345
8/12/2014,21,19,16,17,14,11,78,68,57,1014,1010,1007,16,16,13,40,19,50,1.78,7,Rain,317
8/13/2014,28,21,14,16,13,9,77,61,45,1016,1015,1014,16,16,16,29,15,39,0,3,,314
8/14/2014,22,18,14,13,9,6,78,59,40,1020,1019,1017,16,16,16,23,12,31,0,3,,49
8/15/2014,26,18,11,13,9,7,72,53,33,1019,1017,1014,16,16,16,21,10,27,0,2,,242
8/16/2014,28,22,17,18,16,13,78,68,58,1014,1013,1012,16,16,14,26,13,31,0,5,,231
8/17/2014,22,20,18,17,16,15,93,81,68,1015,1014,1013,16,11,2,24,14,31,T,7,,30
8/18/2014,28,23,18,18,17,15,87,69,51,1014,1011,1008,16,15,5,23,8,27,0,6,,230
8/19/2014,30,26,21,20,18,16,84,64,44,1008,1006,1005,16,15,8,39,17,52,2.29,6,Rain-Thunderstorm,233
8/20/2014,30,24,19,19,17,16,81,65,48,1014,1011,1008,16,16,16,27,13,35,0,4,,259
8/21/2014,26,24,21,22,20,18,87,80,73,1015,1014,1012,16,13,2,23,8,27,24.89,8,Rain-Thunderstorm,174
8/22/2014,30,26,22,23,22,20,87,72,57,1015,1013,1012,16,13,3,24,8,32,40.13,7,Rain-Thunderstorm,223
8/23/2014,30,25,20,23,21,18,93,82,70,1018,1015,1012,16,9,1,47,8,58,8.64,7,Rain-Thunderstorm,41
8/24/2014,31,26,21,22,20,19,90,73,55,1016,1015,1014,16,16,14,19,12,27,0,5,,122
8/25/2014,31,27,22,24,21,18,94,75,55,1017,1016,1014,16,15,5,39,11,48,0.25,6,Rain-Thunderstorm,181
8/26/2014,29,26,22,19,18,17,79,65,51,1021,1018,1016,16,15,2,50,10,60,3.05,5,Rain-Thunderstorm,347
8/27/2014,28,24,19,17,16,14,81,63,45,1021,1020,1019,16,16,16,24,11,29,0,6,,44
8/28/2014,25,22,19,17,13,11,78,59,40,1021,1019,1016,16,16,16,27,14,31,T,5,Rain,72
8/29/2014,30,26,22,21,19,17,84,71,57,1016,1013,1011,16,16,16,29,18,37,2.03,7,Rain-Thunderstorm,170
8/30/2014,28,25,21,20,18,17,84,69,54,1013,1010,1010,16,15,2,40,19,52,6.86,6,Rain,227
8/31/2014,29,25,20,21,18,16,97,72,47,1014,1013,1010,16,13,2,23,11,29,0,4,,210
9/1/2014,28,25,21,21,19,17,84,68,51,1011,1008,1006,16,16,8,37,19,48,9.14,6,Rain,216
9/2/2014,28,24,19,18,16,12,87,64,40,1014,1012,1010,16,16,16,29,9,37,0.25,5,Rain,273
9/3/2014,28,22,16,17,15,13,90,66,42,1017,1015,1014,16,16,16,24,11,31,0,1,,215
9/4/2014,29,26,22,22,18,16,84,70,55,1017,1014,1011,16,16,10,42,20,53,6.6,5,Rain-Thunderstorm,202
9/5/2014,31,24,18,22,19,13,82,70,57,1018,1014,1012,16,15,3,71,18,84,12.7,5,Rain-Thunderstorm,272
9/6/2014,24,20,16,13,10,7,78,57,35,1022,1020,1018,16,16,16,24,14,31,0,4,,335
9/7/2014,27,19,12,11,9,7,80,56,31,1023,1022,1020,16,16,16,23,7,27,0,1,,172
9/8/2014,25,19,13,12,11,9,80,59,38,1021,1019,1015,16,16,16,24,10,31,0,3,,174
9/9/2014,26,22,17,17,15,11,78,66,54,1016,1014,1011,16,16,16,27,12,37,0.25,7,Rain,178
9/10/2014,27,20,13,21,17,8,90,76,62,1011,1004,1000,16,12,3,45,25,63,33.27,8,Rain,226
9/11/2014,13,12,10,8,5,4,72,66,59,1026,1021,1012,16,16,16,27,17,35,0,8,,354
9/12/2014,13,10,7,9,6,4,93,76,59,1027,1025,1025,16,12,2,29,20,37,3.3,8,Rain,349
9/13/2014,15,10,5,6,4,3,93,72,51,1029,1027,1025,16,16,16,26,12,32,0,4,,324
9/14/2014,18,12,6,8,6,4,89,67,44,1027,1025,1022,16,16,16,24,8,31,0,2,,218
9/15/2014,17,14,11,12,9,8,89,77,64,1022,1020,1019,16,15,6,27,8,31,T,7,Rain,308
9/16/2014,20,13,7,9,6,4,93,64,35,1023,1021,1019,16,16,16,19,7,27,0,0,,308
9/17/2014,21,15,9,9,7,6,86,63,40,1019,1016,1015,16,16,16,19,5,26,0,2,,213
9/18/2014,21,17,12,13,11,8,93,75,57,1022,1020,1017,16,14,5,21,10,29,0,3,Fog,27
9/19/2014,26,19,12,12,9,6,93,61,28,1022,1019,1013,16,16,10,37,19,47,0,2,,171
9/20/2014,25,21,17,21,16,9,90,73,56,1013,1010,1006,16,16,14,45,16,63,3.05,5,Rain,223
9/21/2014,21,16,11,18,11,6,80,66,51,1021,1012,1006,16,16,5,45,20,60,T,5,Rain-Thunderstorm,314
9/22/2014,19,14,8,8,6,4,82,60,37,1026,1024,1021,16,16,16,19,9,23,0,1,,305
9/23/2014,23,17,11,10,8,6,72,57,41,1028,1026,1025,16,16,16,19,7,39,0,1,,206
9/24/2014,25,19,12,11,9,7,89,60,30,1028,1026,1025,16,16,16,24,9,27,0,5,,133
9/25/2014,23,18,13,13,11,8,86,62,38,1026,1024,1023,16,16,11,13,3,16,0,6,,92
9/26/2014,26,18,11,14,12,9,100,69,38,1025,1024,1023,16,14,8,21,7,26,0,1,,57
9/27/2014,26,19,12,14,12,9,93,68,42,1025,1023,1022,16,15,11,21,6,26,0,4,,64
9/28/2014,26,19,12,15,13,11,100,73,46,1022,1021,1018,16,11,2,16,5,23,0,3,,28
9/29/2014,28,20,12,14,12,11,93,65,37,1017,1016,1013,16,14,5,39,14,48,0.25,3,Rain,333
9/30/2014,14,12,8,11,8,7,93,80,66,1018,1017,1016,16,12,4,32,16,40,T,8,Rain,16
10/1/2014,21,16,9,12,9,7,86,70,53,1018,1015,1012,16,15,4,27,17,40,0,6,,86
10/2/2014,22,20,17,18,16,12,93,78,63,1012,1009,1003,16,16,11,29,13,37,8.13,8,Rain-Thunderstorm,169
10/3/2014,18,12,6,18,10,-2,93,73,53,1009,1003,997,16,14,4,50,26,63,17.27,8,Rain,272
10/4/2014,8,5,2,4,1,-3,89,72,55,1008,1006,1005,16,14,6,40,22,53,1.52,7,Rain-Snow,263
10/5/2014,13,8,3,4,1,-2,85,62,38,1007,1006,1004,16,16,16,32,14,43,0.25,6,Rain,231
10/6/2014,16,11,6,7,4,1,92,66,39,1005,1002,1001,16,16,16,37,14,52,0.25,5,Rain,243
10/7/2014,19,14,9,9,6,2,83,64,44,1011,1005,1003,16,16,16,40,19,50,T,4,,250
10/8/2014,18,13,7,5,2,-1,83,56,28,1017,1015,1011,16,16,16,40,18,53,0,2,,268
10/9/2014,17,12,6,3,1,-2,71,51,31,1021,1019,1017,16,16,16,21,9,26,0,5,,352
10/10/2014,14,9,4,6,4,2,83,67,51,1022,1021,1020,16,16,16,27,13,34,0,7,,13
10/11/2014,15,9,2,3,1,-1,85,61,36,1025,1023,1021,16,16,16,23,7,31,0,2,,54
10/12/2014,17,11,3,13,6,1,100,73,46,1021,1016,1011,16,15,5,34,15,40,0.25,5,Rain,144
10/13/2014,19,17,13,18,15,13,100,89,78,1011,1008,999,16,9,2,37,15,50,16.26,8,Rain,145
10/14/2014,18,15,11,17,14,10,97,92,87,1004,1000,998,16,12,5,35,16,48,16.51,8,Rain,100
10/15/2014,13,12,10,12,10,9,100,95,89,1010,1007,1004,16,11,1,29,16,35,1.27,8,Rain,353
10/16/2014,13,12,10,11,9,9,100,89,77,1011,1009,1004,16,13,1,23,12,31,T,7,Rain,259
10/17/2014,17,13,9,10,8,4,96,81,66,1012,1005,1001,16,16,16,39,21,50,T,6,,273
10/18/2014,10,6,2,5,3,1,85,73,60,1023,1019,1012,16,16,16,29,15,37,0.25,6,Rain,340
10/19/2014,12,7,1,6,3,0,96,78,59,1023,1020,1012,16,16,16,27,13,35,0,5,,221
10/20/2014,18,13,8,9,7,5,86,67,48,1016,1012,1009,16,16,16,29,15,37,0.25,4,,308
10/21/2014,12,9,7,6,4,2,77,70,63,1025,1022,1016,16,16,16,34,18,42,0,7,,4
10/22/2014,13,8,2,4,3,2,89,70,51,1029,1026,1025,16,16,16,19,8,23,0,3,,56
10/23/2014,15,9,2,6,4,2,100,76,51,1025,1021,1018,16,15,10,26,13,34,0,5,,184
10/24/2014,19,16,11,9,8,6,83,66,48,1018,1016,1013,16,16,14,19,9,23,0,7,,226
10/25/2014,22,16,9,12,6,-3,93,56,19,1015,1013,1012,16,14,5,37,18,52,0,2,,278
10/26/2014,18,12,6,5,-1,-5,64,43,21,1017,1015,1011,16,16,16,19,9,23,0,2,,18
10/27/2014,25,18,11,15,10,0,78,62,45,1010,1005,1001,16,16,13,40,21,52,0,6,,185
10/28/2014,20,14,7,14,4,0,78,59,39,1015,1010,1003,16,16,16,45,25,58,T,5,,262
10/29/2014,9,6,2,1,-1,-1,82,68,53,1021,1018,1014,16,16,16,35,16,47,0,6,,287
10/30/2014,11,6,0,2,1,-1,89,71,52,1021,1020,1017,16,16,16,23,9,32,0,6,,245
10/31/2014,8,4,1,2,-3,-7,70,59,48,1028,1021,1016,16,15,1,61,37,85,0.76,8,Rain-Snow,338
11/1/2014,6,2,-2,-2,-4,-6,85,67,49,1032,1030,1028,16,16,16,29,14,42,0,5,,16
11/2/2014,11,3,-4,-1,-4,-7,100,65,29,1031,1027,1022,16,15,10,35,16,47,0,4,,201
11/3/2014,17,12,6,6,1,-5,51,44,36,1022,1017,1013,16,16,16,42,24,58,0,7,,208
11/4/2014,16,11,7,11,5,2,86,61,36,1019,1014,1011,16,16,11,39,25,53,T,7,Rain,240
11/5/2014,16,8,1,4,2,0,85,61,36,1021,1017,1010,16,16,16,32,15,42,T,5,,218
11/6/2014,11,7,3,5,0,-4,77,66,54,1023,1015,1008,16,16,16,50,27,60,T,8,Rain,319
11/7/2014,6,2,-2,-1,-3,-5,78,64,49,1023,1018,1009,16,16,16,26,13,35,0,6,,224
11/8/2014,8,6,2,3,-2,-5,76,61,45,1015,1011,1006,16,16,14,40,19,52,0.25,8,Rain,286
11/9/2014,11,7,2,2,-2,-4,65,53,41,1014,1011,1008,16,16,16,39,14,50,T,8,,229
11/10/2014,17,11,5,5,4,2,83,65,46,1010,1004,1000,16,16,16,45,21,58,0,7,,160
11/11/2014,14,7,-1,7,1,-7,85,70,55,1021,1009,1001,16,13,2,39,25,55,5.33,8,Rain,285
11/12/2014,-1,-2,-4,-6,-9,-11,69,58,47,1026,1025,1021,16,16,16,34,22,42,T,7,Snow,292
11/13/2014,-2,-3,-4,-8,-9,-11,74,66,57,1027,1026,1025,16,16,14,29,20,39,T,8,Snow,291
11/14/2014,-3,-4,-6,-9,-11,-12,68,59,50,1029,1028,1026,16,16,14,23,13,29,T,8,Snow,279
11/15/2014,-1,-4,-8,-6,-9,-12,88,66,43,1029,1026,1023,16,11,2,23,9,27,1.02,6,Snow,253
11/16/2014,-1,-4,-8,-4,-6,-11,96,82,68,1023,1017,1012,16,9,2,32,12,40,0.25,7,Snow,230
11/17/2014,-6,-9,-12,-13,-14,-16,83,71,59,1016,1013,1010,16,12,2,48,26,61,T,6,Snow,273
11/18/2014,-7,-10,-13,-13,-16,-16,80,67,54,1021,1019,1014,16,16,14,40,27,53,T,6,Snow,257
11/19/2014,0,-4,-8,-9,-11,-14,67,58,49,1018,1012,1008,16,15,11,45,24,61,T,7,Snow,242
11/20/2014,-3,-6,-10,-11,-14,-18,74,53,32,1028,1020,1016,16,16,16,40,24,53,0,1,,281
11/21/2014,2,-6,-14,-12,-15,-18,80,53,25,1032,1028,1022,16,16,16,34,14,39,0,3,,192
11/22/2014,11,6,1,8,3,-9,92,64,35,1021,1014,1010,16,9,1,34,21,45,1.78,8,Fog-Rain,204
11/23/2014,11,10,9,9,8,5,100,89,77,1010,999,985,16,10,1,34,17,43,16,8,Fog-Rain,170
11/24/2014,9,3,-4,9,-1,-8,100,88,75,1010,994,984,16,7,0,53,28,72,10.92,8,Fog-Rain-Snow,252
