GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
6/15/2013,37,32,28,25,22,16,70,51,28,998,996,995,10,9,8,26,10,,0,,,243
6/16/2013,37,33,28,27,23,17,79,53,31,997,995,992,10,8,8,21,10,,0,2,,260
6/17/2013,38,33,28,27,25,20,89,63,32,996,994,992,8,6,3,24,10,,0,1,,244
6/18/2013,39,34,29,28,26,17,89,67,27,995,994,993,9,7,3,26,13,32,0,2,,271
6/19/2013,36,32,29,27,25,20,84,66,39,998,996,994,10,9,7,24,13,,0,1,,234
6/20/2013,37,32,28,28,25,19,79,64,35,1000,999,998,10,9,8,26,13,,0,,,271
6/21/2013,37,33,30,28,27,23,84,68,44,1001,999,997,10,8,5,26,11,,0,1,,299
6/22/2013,36,33,30,28,26,23,79,65,49,1000,999,997,10,8,8,27,11,,0,1,,291
6/23/2013,38,34,30,26,23,18,74,55,24,1000,998,997,10,8,6,23,10,,0,,,296
6/24/2013,39,34,30,26,24,18,79,55,29,998,997,995,10,8,6,19,11,,0,,,248
6/25/2013,42,35,28,23,13,0,70,32,4,998,996,995,10,10,10,16,10,,0,,,213
6/26/2013,39,34,31,27,18,3,75,42,7,999,997,996,10,8,6,21,10,,0,,,239
6/27/2013,36,32,29,27,26,21,89,66,35,999,998,996,10,7,5,21,13,,0,5,,237
6/28/2013,38,33,29,25,21,14,74,48,23,998,997,995,10,9,9,21,13,,0,,,222
6/29/2013,41,36,30,23,15,7,59,29,13,998,996,995,10,7,6,19,10,,0,,,248
6/30/2013,39,34,31,28,24,13,75,53,16,998,996,995,10,7,5,27,11,,0,,,306
7/1/2013,42,37,33,27,22,15,71,46,20,998,996,995,10,8,6,35,13,,0,,,18
7/2/2013,44,38,33,25,21,9,59,38,12,997,996,994,10,9,6,26,11,,0,,,10
7/3/2013,44,38,33,23,17,9,49,31,8,998,996,995,10,9,8,26,10,,0,,,269
7/4/2013,39,34,31,26,23,17,66,53,26,998,996,995,10,8,6,21,13,,0,,,239
7/5/2013,37,33,29,27,25,20,79,60,36,998,996,995,10,9,6,19,10,,0,1,,255
7/6/2013,39,34,30,28,25,22,70,57,38,998,996,995,10,9,8,24,10,,0,,,308
7/7/2013,42,37,32,28,24,21,60,46,26,999,997,996,10,9,8,24,11,,0,,,12
7/8/2013,43,39,35,29,22,2,67,42,4,998,995,994,10,10,10,23,11,,0,,,18
7/9/2013,47,41,36,23,12,3,47,18,7,995,993,992,10,9,7,24,11,,0,,,77
7/10/2013,45,40,35,25,16,8,45,25,8,995,993,992,10,8,7,27,11,,0,,,79
7/11/2013,44,39,35,23,18,14,42,29,17,996,995,993,10,8,6,26,11,,0,,,323
7/12/2013,42,38,34,28,21,13,67,37,20,998,996,995,10,9,8,32,11,,0,,,19
7/13/2013,44,38,32,27,24,20,63,45,28,998,996,994,10,9,7,47,18,,0,,,60
7/14/2013,43,38,32,24,22,16,59,42,16,998,996,995,10,9,8,43,21,,0,,,72
7/15/2013,44,39,33,26,22,16,56,39,14,999,997,996,10,10,10,43,19,,0,,,66
7/16/2013,42,38,34,28,21,17,71,37,18,998,996,994,10,8,6,50,16,,0,,,342
7/17/2013,44,39,33,28,23,12,71,41,18,998,995,994,10,9,8,40,14,,0,,,61
7/18/2013,44,38,32,25,21,13,55,36,13,998,995,994,10,9,8,24,16,37,0,1,,67
7/19/2013,43,39,35,25,19,16,47,33,20,995,993,992,10,9,9,23,14,,0,,,38
7/20/2013,41,37,34,26,19,13,47,33,22,994,993,992,10,8,8,23,13,,0,,,16
7/21/2013,46,39,33,25,19,11,55,32,12,995,993,992,10,9,7,24,14,,0,,,53
7/22/2013,42,38,34,28,22,17,67,38,18,995,994,992,10,10,10,26,11,,0,,,345
7/23/2013,40,37,34,29,26,20,71,54,31,996,995,994,10,9,8,24,11,27,0,,,326
7/24/2013,39,36,33,29,27,24,79,61,44,997,996,994,10,8,6,23,11,,0,,,250
7/25/2013,39,34,31,30,28,23,84,67,40,995,994,992,10,8,5,19,11,,0,3,,250
7/26/2013,39,36,32,29,28,26,84,67,42,993,991,989,10,9,6,24,13,,0,2,,236
7/27/2013,41,37,32,27,24,21,71,49,24,995,993,991,10,6,3,29,18,,0,2,,92
7/28/2013,42,37,32,27,24,22,67,50,26,999,996,995,10,6,5,26,19,,0,,,48
7/29/2013,38,36,33,29,27,23,79,62,34,999,997,995,10,7,5,19,11,,0,2,,291
7/30/2013,38,34,32,27,24,23,63,52,37,997,995,994,10,9,8,35,14,,0,1,,236
7/31/2013,37,33,30,28,23,19,71,53,33,996,995,994,10,10,10,24,14,,0,1,,234
8/1/2013,38,34,31,27,24,15,75,57,23,997,995,994,10,7,5,24,11,,0,1,,234
8/2/2013,41,36,31,27,25,18,79,56,19,996,995,993,10,8,6,24,11,,0,,,228
8/3/2013,41,36,32,28,25,19,79,55,22,997,995,994,10,6,4,21,11,,0,2,,170
8/4/2013,39,36,33,26,23,19,66,48,28,999,997,996,10,5,3,39,24,61,0,4,Rain,103
8/5/2013,38,34,31,24,22,21,62,49,29,1000,998,996,10,8,2,35,23,58,0,3,,94
8/6/2013,42,36,31,25,23,18,66,48,18,1000,998,996,10,9,9,29,19,40,0,,,70
8/7/2013,43,38,32,24,22,18,59,40,18,1000,998,997,10,8,8,26,18,45,0,,,85
8/8/2013,41,37,32,25,21,18,52,38,21,1001,999,997,10,10,10,26,16,,0,,,84
8/9/2013,41,36,32,24,22,18,59,44,26,1000,998,996,10,9,8,23,16,,0,,,58
8/10/2013,42,38,34,25,22,18,56,40,22,998,996,995,10,10,10,24,11,,0,,,34
8/11/2013,43,39,36,24,21,18,47,36,26,1000,998,997,10,8,6,26,10,,0,1,,18
8/12/2013,42,38,34,29,24,22,63,49,32,1001,999,998,10,8,6,29,13,,0,1,,20
8/13/2013,42,38,34,28,23,19,56,41,23,1000,998,996,10,10,10,24,13,,0,,,43
8/14/2013,41,38,35,27,23,18,63,43,27,999,997,995,10,9,8,26,11,,0,,,335
8/15/2013,39,36,33,28,25,22,75,52,29,1001,999,998,10,8,5,26,13,,0,1,,283
8/16/2013,42,38,34,25,21,16,56,38,20,1001,999,997,10,9,8,27,11,27,0,,,54
8/17/2013,43,38,34,25,21,16,59,38,13,1001,999,997,10,9,8,29,13,,0,,,357
8/18/2013,43,38,32,24,19,14,52,33,14,1001,999,997,10,8,6,27,11,,0,,,159
8/19/2013,42,38,35,24,18,12,53,32,10,1001,999,998,10,7,6,26,13,,0,,,99
8/20/2013,43,38,33,26,19,12,59,36,13,1002,999,997,10,7,4,26,13,,0,,,73
8/21/2013,44,39,34,23,18,11,49,30,8,1001,999,997,10,8,6,27,11,,0,,,225
8/22/2013,44,39,35,23,16,11,41,26,8,1001,999,998,10,7,5,24,10,,0,,,92
8/23/2013,43,38,34,24,15,7,56,25,9,1002,1000,999,10,8,6,27,11,,0,,,259
8/24/2013,38,34,32,28,24,17,79,56,29,1002,1000,999,9,7,5,23,11,,0,,,340
8/25/2013,42,37,32,28,23,15,75,49,20,1002,1000,998,10,8,6,26,13,,0,1,,20
8/26/2013,41,36,32,28,23,15,75,50,22,1001,999,998,10,8,8,24,13,,0,,,311
8/27/2013,38,34,31,28,26,23,75,63,40,1001,999,997,10,9,6,19,8,,0,1,,216
8/28/2013,39,36,32,28,26,24,75,60,44,1002,1000,998,10,9,8,35,14,,0,2,,61
8/29/2013,42,37,32,27,24,21,66,51,27,1003,1002,1000,10,9,8,26,16,,0,,,77
8/30/2013,42,37,32,25,22,16,62,46,20,1005,1003,1001,10,9,8,24,14,,0,,,48
8/31/2013,41,37,32,25,21,17,59,42,18,1005,1003,1001,10,8,6,26,13,,0,1,,80
9/1/2013,41,37,33,25,21,16,53,38,21,1005,1004,1002,10,9,8,27,11,,0,1,,62
9/2/2013,41,37,33,24,20,17,53,38,25,1007,1005,1004,10,10,10,29,13,,0,,,37
9/3/2013,42,37,32,26,21,9,59,43,14,1006,1004,1003,10,10,10,26,11,,0,,,263
9/4/2013,41,36,32,28,22,15,71,49,22,1004,1002,1001,10,8,8,26,11,,0,,,30
9/5/2013,42,37,32,26,23,13,66,48,10,1002,1001,999,10,8,6,26,11,39,0,,,51
9/6/2013,43,37,31,24,22,17,62,45,22,1003,1001,1000,10,8,6,27,16,,0,,,81
9/7/2013,42,38,34,22,18,16,39,31,14,1005,1003,1002,10,10,10,24,11,,0,,,54
9/8/2013,40,37,33,26,19,15,63,37,22,1005,1003,1002,10,9,8,23,10,,0,,,273
9/9/2013,42,37,32,24,17,8,59,31,13,1007,1005,1003,10,7,1,39,16,60,0,2,,117
9/10/2013,41,36,30,25,22,16,66,49,15,1008,1005,1003,10,10,10,26,13,,0,,,51
9/11/2013,39,34,31,26,22,17,70,50,27,1006,1004,1002,10,8,7,24,11,,0,,,53
9/12/2013,38,34,30,25,22,19,66,52,25,1008,1006,1004,10,7,5,23,13,,0,,,76
9/13/2013,38,34,31,25,21,17,63,46,20,1011,1009,1007,10,8,6,26,14,,0,,,246
9/14/2013,37,33,30,27,25,23,70,61,42,1010,1007,1005,10,10,10,23,10,,0,2,,263
9/15/2013,36,33,31,26,26,25,75,65,49,1006,1004,1002,10,8,6,24,10,,0,2,,309
9/16/2013,37,33,30,27,26,21,79,63,39,1004,1002,1001,10,8,6,23,10,,0,,,306
9/17/2013,38,33,29,27,26,24,84,67,47,1004,1002,1001,10,8,4,23,10,,0,1,,235
9/18/2013,37,33,28,27,22,17,84,51,25,1005,1003,1001,10,8,6,24,10,,0,,,314
9/19/2013,39,34,31,27,22,17,79,49,22,1005,1003,1002,10,8,6,23,11,,0,1,,359
9/20/2013,39,34,31,27,24,19,75,58,31,1005,1003,1002,10,9,9,24,13,,0,,,360
9/21/2013,38,34,30,28,26,23,75,64,48,1004,1002,1001,10,8,6,23,11,,0,,,234
9/22/2013,39,34,29,27,24,15,79,60,27,1004,1002,1000,10,10,10,21,11,,0,,,205
9/23/2013,38,33,29,28,26,18,86,68,31,1004,1002,1001,10,7,3,24,13,,0,1,,308
9/24/2013,37,33,29,27,22,18,79,54,25,1005,1003,1002,10,9,8,27,14,,0,1,,231
9/25/2013,36,32,29,24,21,19,59,49,34,1005,1004,1002,10,10,10,21,11,,0,1,,227
9/26/2013,36,32,28,26,22,18,74,55,31,1007,1005,1004,10,9,8,34,14,48,0,1,,240
9/27/2013,35,31,27,20,19,17,58,46,30,1008,1006,1004,10,10,10,24,11,,0,,,242
9/28/2013,38,32,27,20,16,7,62,38,8,1008,1006,1005,10,10,10,24,11,29,0,,,93
9/29/2013,37,32,28,21,18,14,62,42,23,1007,1005,1004,10,10,10,27,11,,0,,,23
9/30/2013,36,32,28,23,20,12,62,47,23,1007,1005,1003,10,10,10,26,11,,0,,,325
10/1/2013,37,33,29,23,21,13,66,49,19,1008,1006,1004,10,10,10,24,13,,0,,,356
10/2/2013,39,33,28,26,20,11,70,49,11,1010,1008,1006,10,10,10,24,10,,0,,,196
10/3/2013,39,34,29,27,22,11,79,59,11,1011,1008,1007,10,8,6,26,11,,0,3,,208
10/4/2013,37,32,28,27,24,10,84,66,19,1009,1007,1005,10,8,5,23,11,,0,,,235
10/5/2013,38,33,28,27,25,19,89,67,25,1007,1006,1004,10,8,5,21,11,,0,3,,227
10/6/2013,38,32,27,26,23,12,89,61,21,1007,1006,1004,10,9,8,23,11,,0,,,224
10/7/2013,35,31,27,26,23,19,75,61,37,1009,1007,1006,10,9,8,24,10,,0,,,151
10/8/2013,35,31,28,26,25,24,79,69,50,1011,1009,1008,10,7,4,21,10,,0,,,360
10/9/2013,34,31,27,26,24,22,89,67,47,1011,1010,1009,10,7,3,23,11,,0,1,,244
10/10/2013,34,31,27,24,23,20,74,59,44,1013,1011,1009,10,10,10,24,13,,0,1,,271
10/11/2013,35,31,27,24,22,20,74,58,32,1013,1010,1009,10,10,10,21,11,,0,,,260
10/12/2013,34,30,27,23,22,15,74,57,24,1010,1008,1006,10,10,10,26,13,,0,,,267
10/13/2013,34,31,28,23,21,15,70,55,27,1010,1008,1006,10,7,0,32,10,,0,2,,294
10/14/2013,34,31,28,23,22,19,66,55,42,1012,1010,1008,10,10,10,26,10,,0,2,,254
10/15/2013,33,29,25,21,19,16,69,50,24,1014,1011,1010,10,10,10,19,10,,0,,,257
10/16/2013,35,30,24,22,20,12,74,56,25,1014,1011,1010,10,9,8,16,8,,0,,,210
10/17/2013,34,30,25,22,19,15,70,52,23,1014,1011,1010,10,10,10,23,10,,0,,,244
10/18/2013,34,30,26,23,20,19,65,50,32,1014,1012,1010,10,10,10,26,10,,0,,,36
10/19/2013,38,32,26,21,17,11,58,41,13,1015,1013,1011,10,10,10,21,8,,0,1,,50
10/20/2013,37,32,27,24,19,12,66,48,17,1015,1013,1011,10,10,10,23,10,,0,,,264
10/21/2013,34,30,26,25,23,20,83,65,37,1012,1010,1008,10,9,6,21,11,,0,1,,221
10/22/2013,33,29,26,24,22,18,84,63,36,1012,1010,1009,10,9,6,24,14,,0,1,,232
10/23/2013,31,28,25,19,18,17,69,51,36,1015,1012,1011,10,10,10,21,11,,0,4,,229
10/24/2013,33,29,25,24,20,17,70,57,42,1015,1013,1012,10,10,10,24,10,,0,1,,19
10/25/2013,33,30,27,24,22,20,70,60,45,1015,1013,1011,10,9,8,26,10,,0,2,,25
10/26/2013,34,31,27,23,20,15,74,51,24,1014,1012,1010,10,9,8,27,11,,0,2,,25
10/27/2013,35,31,26,22,20,17,70,52,32,1015,1012,1011,10,9,8,27,11,,0,2,,32
10/28/2013,35,31,26,21,18,9,66,46,13,1014,1012,1011,10,10,10,24,10,,0,,,244
10/29/2013,33,29,25,23,22,19,78,62,39,1013,1012,1011,10,9,7,21,10,,0,1,,227
10/30/2013,33,29,25,23,19,13,83,56,29,1016,1013,1012,10,9,6,23,10,,0,2,,260
10/31/2013,34,29,24,21,17,13,57,46,29,1017,1014,1012,10,10,10,21,8,,0,,,47
11/1/2013,38,31,25,18,14,6,61,36,10,1016,1014,1012,10,10,10,23,11,,0,,,72
11/2/2013,37,31,26,21,16,10,58,41,12,1016,1014,1012,10,7,4,24,13,,0,,,65
11/3/2013,35,31,26,22,18,12,70,50,20,1016,1014,1012,10,10,10,24,13,,0,,,115
11/4/2013,34,30,26,19,16,12,58,43,20,1017,1015,1014,10,8,5,32,13,50,0,1,,72
11/5/2013,31,28,26,21,19,17,66,55,40,1018,1016,1015,10,10,10,21,11,,0,1,,9
11/6/2013,32,28,24,19,17,14,69,50,29,1019,1016,1014,10,10,10,27,10,,0,1,,67
11/7/2013,31,27,23,18,15,12,58,44,27,1017,1015,1013,10,10,10,23,11,27,0,,,36
11/8/2013,32,28,23,20,18,15,69,54,26,1017,1015,1013,10,10,10,23,11,,0,1,,68
11/9/2013,33,29,25,21,17,10,66,48,17,1018,1015,1014,10,10,10,23,11,,0,,,71
11/10/2013,33,28,23,18,13,7,58,40,15,1020,1017,1015,10,10,10,23,11,,0,,,87
11/11/2013,32,27,21,21,16,10,73,51,17,1019,1016,1014,10,10,10,21,11,,0,,,1
11/12/2013,31,26,22,21,19,18,83,62,43,1016,1013,1012,10,9,6,19,10,,0,1,,213
11/13/2013,31,27,22,19,18,13,78,58,33,1015,1013,1011,10,9,8,23,10,,0,1,,233
11/14/2013,31,28,24,20,16,10,69,50,19,1014,1012,1010,10,10,10,24,11,,0,1,,191
11/15/2013,30,27,23,20,17,11,65,52,34,1016,1014,1012,10,10,10,19,11,,0,1,,95
11/16/2013,30,26,22,18,16,14,69,53,33,1018,1015,1014,10,10,10,19,10,,0,1,,54
11/17/2013,30,26,22,19,17,13,78,62,27,1017,1015,1014,10,8,2,39,14,,0,1,,76
11/18/2013,31,26,22,18,17,14,78,56,30,1018,1016,1014,10,10,10,23,16,47,0,2,,72
11/19/2013,31,28,24,18,16,12,69,52,25,1018,1016,1014,10,10,10,26,14,48,0,2,,86
11/20/2013,31,28,24,20,18,15,65,56,28,1017,1014,1012,10,10,10,24,14,,0,1,,77
11/21/2013,24,23,22,20,18,17,83,68,51,1014,1011,1009,10,9,3,53,18,66,0.76,2,Rain,45
11/22/2013,26,22,18,18,17,15,94,73,43,1013,1011,1009,10,9,4,29,13,,21.08,2,Rain-Thunderstorm,35
11/23/2013,26,22,19,18,16,13,83,63,39,1016,1014,1012,10,10,8,16,14,26,0,3,Rain,224
11/24/2013,26,23,19,16,14,11,73,55,31,1018,1016,1014,10,10,8,16,10,,0,3,,237
11/25/2013,26,23,19,16,14,12,73,52,36,1019,1016,1015,10,10,7,24,13,,0,3,,242
11/26/2013,27,23,19,16,14,13,73,55,35,1018,1016,1014,10,10,10,19,10,,0,2,,240
11/27/2013,27,23,19,17,16,14,78,58,36,1019,1017,1015,10,8,5,19,10,,0,1,,212
11/28/2013,28,24,19,19,17,12,78,61,30,1020,1018,1016,10,7,5,19,8,,0,,,75
11/29/2013,31,25,19,17,13,4,78,48,12,1021,1018,1016,10,9,8,23,11,,0,,,61
11/30/2013,31,26,21,18,11,6,69,41,14,1021,1019,1017,10,10,10,23,10,,0,,,64
12/1/2013,29,24,20,19,17,9,78,61,20,1021,1019,1017,10,8,6,23,10,,0,2,,223
12/2/2013,29,25,21,21,19,17,83,72,51,1020,1017,1016,10,8,5,23,8,,0,3,,137
12/3/2013,27,23,19,20,19,17,94,78,49,1017,1015,1013,10,5,0,19,8,,0,3,Fog,165
12/4/2013,28,24,20,21,19,16,100,73,38,1018,1015,1014,10,5,1,19,6,,0,,,178
12/5/2013,31,26,21,21,18,10,83,65,20,1018,1016,1014,10,5,3,23,10,,0,1,,73
12/6/2013,31,26,20,20,16,8,88,56,18,1017,1015,1013,10,9,6,19,8,,0,,,145
12/7/2013,28,23,19,18,14,11,65,53,35,1018,1016,1014,10,10,10,23,10,,0,1,,235
12/8/2013,28,26,23,17,14,12,61,48,31,1016,1015,1013,10,10,10,32,21,,0,1,,291
12/9/2013,28,24,20,19,18,16,73,63,46,1015,1014,1012,10,10,10,23,14,,0,2,,240
12/10/2013,28,23,19,19,16,13,88,61,31,1015,1013,1012,10,9,6,26,13,,0,1,,238
12/11/2013,25,23,21,15,14,13,64,53,40,1018,1016,1014,10,10,10,24,18,,0,3,,287
12/12/2013,27,22,18,17,15,10,77,61,34,1019,1016,1015,10,9,9,16,8,,0,,,80
12/13/2013,32,26,19,19,14,7,78,54,13,1019,1016,1015,10,9,8,19,8,,0,,,55
12/14/2013,31,25,19,19,15,7,73,54,19,1019,1016,1014,10,10,10,21,8,,0,,,221
12/15/2013,26,23,19,19,17,15,83,67,49,1018,1016,1014,10,7,3,26,11,,0,2,,229
12/16/2013,24,22,21,17,14,12,65,53,37,1021,1019,1016,10,10,10,32,24,,0,1,,292
12/17/2013,24,21,19,15,14,13,68,58,43,1021,1019,1017,10,10,10,19,14,,0,2,,269
12/18/2013,25,22,18,16,13,8,73,54,25,1021,1018,1017,10,10,10,19,11,,0,2,,40
12/19/2013,27,23,21,13,11,6,53,41,17,1020,1017,1016,10,10,10,19,8,,0,,,22
12/20/2013,25,21,17,16,13,11,68,53,36,1020,1018,1017,10,10,10,29,14,,0,3,,245
12/21/2013,25,23,21,12,11,10,53,46,30,1019,1017,1016,10,10,10,27,21,,0,3,,310
12/22/2013,24,20,16,14,13,11,77,60,36,1020,1018,1016,10,10,10,24,11,,0,3,,170
12/23/2013,21,18,16,13,12,9,82,66,41,1024,1020,1017,10,9,4,35,18,53,7.87,3,Rain,58
12/24/2013,22,19,17,10,8,6,59,47,30,1027,1024,1023,10,10,10,24,13,,0,1,,50
12/25/2013,23,18,14,7,4,-2,59,36,11,1028,1026,1023,10,10,10,23,10,,0,1,,54
12/26/2013,23,18,13,10,7,2,55,41,20,1026,1024,1022,10,10,10,19,8,,0,1,,92
12/27/2013,23,19,14,12,10,8,67,51,29,1026,1023,1021,10,10,10,16,8,,0,1,,70
12/28/2013,22,18,14,11,11,9,72,55,34,1025,1022,1020,10,9,8,16,8,,0,1,,251
12/29/2013,23,19,15,12,9,6,72,52,31,1023,1020,1018,10,10,10,24,8,,0,3,,100
12/30/2013,24,20,15,8,4,1,52,35,12,1022,1020,1018,10,10,10,27,14,47,0,,,84
12/31/2013,25,20,15,9,6,4,59,39,19,1023,1020,1018,10,10,10,19,11,,0,2,,69
1/1/2012,26,21,16,12,8,0,59,46,18,1021,1019,1016,,,,16,8,,0,,,66
1/2/2012,27,22,17,14,9,6,68,48,28,1019,1016,1014,,,,13,6,,0,,,193
1/3/2012,27,22,18,18,10,7,78,50,28,1017,1015,1013,,,,19,8,,0,,,203
1/4/2012,24,22,21,17,13,9,73,57,38,1017,1015,1014,10,10,10,29,18,42,0,2,,270
1/5/2012,23,19,15,13,12,12,82,64,50,1020,1017,1016,10,10,10,14,11,,0,2,,212
1/6/2012,24,20,16,13,12,12,82,62,50,1020,1018,1016,10,8,6,16,8,,0,1,,29
1/7/2012,25,20,16,16,12,8,73,61,34,1020,1018,1017,9,8,7,16,8,,0,,,61
1/8/2012,27,22,17,15,13,7,82,61,28,1021,1019,1017,8,8,7,19,8,,0,,,94
1/9/2012,28,22,17,16,13,9,77,59,37,1020,1018,1016,9,9,9,19,8,,0,,,103
1/10/2012,28,23,19,15,13,11,73,54,39,1020,1017,1016,,,,21,8,,0,,,207
1/11/2012,28,23,19,19,14,10,78,56,32,1020,1017,1016,,,,19,6,,0,,,87
1/12/2012,30,25,20,18,15,11,83,59,31,1019,1017,1015,,,,19,10,,0,,,115
1/13/2012,30,25,20,19,16,13,78,62,37,1018,1016,1014,8,7,6,23,13,,0,,,134
1/14/2012,26,23,22,19,15,10,73,60,46,1016,1014,1012,10,8,7,29,14,,0,2,,236
1/15/2012,22,21,20,11,9,8,53,47,41,1017,1016,1015,10,10,10,29,23,45,0,1,,276
1/16/2012,22,18,14,11,9,7,72,53,43,1018,1016,1014,10,10,10,21,13,,0,2,,226
1/17/2012,22,18,15,10,9,8,68,55,41,1017,1015,1014,10,10,10,21,11,,0,3,,238
1/18/2012,24,19,15,12,8,5,77,52,29,1017,1015,1013,10,10,10,21,11,,0,1,,236
1/19/2012,23,18,14,11,9,8,72,55,38,1016,1014,1013,,,,24,10,,0,,,215
1/20/2012,22,18,14,16,13,10,82,69,60,1015,1013,1012,10,10,10,21,11,,0,2,Rain,185
1/21/2012,22,19,17,14,9,4,73,55,33,1017,1014,1011,10,9,8,40,19,55,0,3,,288
1/22/2012,18,17,16,9,7,6,59,53,45,1018,1016,1015,10,9,7,27,23,,0,5,,274
1/23/2012,18,16,13,9,7,6,67,57,48,1019,1017,1016,10,10,10,26,14,,0,4,,223
1/24/2012,20,18,17,9,6,3,59,43,33,1020,1019,1018,10,10,10,37,21,53,0,4,,277
1/25/2012,20,19,18,8,6,5,52,45,40,1020,1019,1017,10,10,10,26,16,,0,4,,270
1/26/2012,21,16,12,11,9,7,72,58,43,1022,1020,1018,10,10,10,14,8,,0,1,,204
1/27/2012,22,17,13,14,12,10,82,69,53,1021,1019,1017,,,,16,8,,0,,,217
1/28/2012,23,19,15,16,14,12,83,70,4,1019,1017,1015,8,6,4,19,6,,0,,,244
1/29/2012,27,20,14,15,11,-2,88,62,15,1018,1016,1014,7,5,4,24,8,,0,,,205
1/30/2012,23,19,15,13,12,9,77,62,44,1021,1019,1017,10,8,5,156,13,,0,3,,234
1/31/2012,26,20,14,15,12,7,82,62,30,1021,1019,1016,,,,21,10,,0,,,67
2/1/2012,29,24,20,16,12,7,73,51,25,1020,1016,1014,10,9,8,23,14,,0,1,,109
2/2/2012,28,24,21,16,14,10,73,56,32,1017,1015,1013,9,6,4,26,19,,0,1,,185
2/3/2012,22,20,19,17,13,10,78,63,46,1020,1018,1015,10,9,5,34,21,,0,2,,279
2/4/2012,24,19,14,13,9,1,82,55,28,1022,1019,1018,10,10,10,24,13,,0,2,,97
2/5/2012,25,20,16,8,6,3,55,43,24,1022,1020,1018,10,9,8,24,14,48,0,2,,78
2/6/2012,24,20,16,9,7,4,59,45,27,1024,1022,1020,10,10,10,26,14,,0,2,,58
2/7/2012,24,19,15,9,6,4,63,43,27,1024,1022,1020,10,10,10,27,14,32,0,1,,56
2/8/2012,25,20,15,10,7,1,55,44,21,1022,1020,1018,,,,21,10,,0,,,70
2/9/2012,25,20,15,10,6,-1,67,44,18,1020,1018,1015,,,,13,6,,0,,,211
2/10/2012,27,21,16,7,3,0,45,32,20,1018,1016,1014,,,,19,8,,0,,,99
2/11/2012,29,23,18,17,7,3,78,40,19,1016,1014,1013,,,,23,10,,0,,,228
2/12/2012,23,21,20,18,14,10,83,64,44,1017,1015,1014,10,9,8,32,16,45,0,5,,256
2/13/2012,23,19,16,14,12,9,77,62,46,1019,1017,1016,10,10,10,21,11,,0,4,,148
2/14/2012,27,22,18,13,11,7,59,49,28,1020,1018,1016,,,,26,11,,0,,,51
2/15/2012,24,21,18,15,12,10,73,55,41,1020,1017,1015,2,2,2,16,8,,0,,,304
2/16/2012,30,23,16,15,10,3,73,50,18,1015,1012,1008,,,,16,8,,0,,,99
2/17/2012,30,26,21,15,11,9,57,40,27,1010,1008,1006,8,3,1,34,19,53,0,,,147
2/18/2012,32,27,22,18,13,9,65,46,26,1013,1010,1007,9,5,1,34,23,48,0,,,143
2/19/2012,30,27,22,19,17,14,83,62,37,1016,1013,1011,10,8,7,27,19,,0,1,,182
2/20/2012,23,21,19,19,13,8,83,59,44,1019,1017,1015,8,7,6,29,18,47,0,1,,279
2/21/2012,21,19,18,10,8,7,59,50,43,1019,1017,1016,10,10,10,35,24,50,0,3,,281
2/22/2012,22,18,15,10,8,7,63,51,43,1019,1017,1016,10,10,8,21,10,,0,3,,254
2/23/2012,23,19,15,10,8,5,72,49,31,1020,1018,1016,10,10,8,23,10,,0,1,,30
2/24/2012,23,19,16,12,9,7,64,52,38,1018,1015,1013,3,3,3,23,10,,0,,,6
2/25/2012,27,21,16,13,10,-1,68,49,16,1013,1010,1005,8,7,5,35,11,52,0,,,76
2/26/2012,26,22,19,16,14,11,73,60,44,1014,1008,1004,10,5,1,39,27,61,0,4,,230
2/27/2012,22,20,18,14,12,10,73,62,46,1017,1015,1013,10,10,10,19,13,,0,2,,283
2/28/2012,23,19,16,16,14,12,78,68,50,1016,1014,1011,10,9,7,21,10,,0,2,,306
2/29/2012,25,20,16,16,13,7,88,66,34,1011,1010,1008,10,7,3,19,10,,0,2,,224
3/1/2012,33,26,18,14,5,-1,73,32,13,1009,1008,1006,9,8,8,16,8,,0,,,101
3/2/2012,28,24,22,17,14,3,73,55,23,1011,1008,1007,8,5,3,19,10,,0,,,288
3/3/2012,28,24,20,17,12,-5,73,56,11,1012,1008,1006,8,5,3,35,13,,0,1,,281
3/4/2012,21,19,17,11,9,7,59,53,46,1017,1014,1012,10,8,7,37,31,58,0,1,,281
3/5/2012,21,19,18,11,8,4,60,50,33,1019,1017,1015,10,10,10,29,23,,0,2,,275
3/6/2012,22,18,15,11,11,9,67,55,46,1019,1016,1015,10,10,10,29,21,,0,1,,273
3/7/2012,23,18,14,17,13,10,83,68,53,1018,1016,1015,10,10,10,21,11,,0,2,,249
3/8/2012,24,19,14,16,14,11,88,72,44,1018,1016,1015,10,7,3,21,10,,0,2,,231
3/9/2012,24,20,16,16,14,12,88,71,47,1017,1014,1012,10,9,6,21,11,,0,2,,230
3/10/2012,25,20,16,16,12,8,82,58,36,1012,1011,1009,9,8,8,37,19,53,0,,,246
